N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
304,영풍,"42,650",상승,"3,400",+8.66%,500,"148,761","6,263","42,600","8,150","-1,607",19.66,500,"51,030","40,400","42,650","57,017",5.37,500,"43,400","2,777","17,164","-3,278",10.28,500,"40,050","3,621","19,108","27,874","2,169",500,24
305,CJ CGV,"4,915",상승,240,+5.13%,500,"366,735","1,794","4,915","8,138",759,-4.53,500,"116,570","4,700","4,920","39,970",54.76,500,"4,995","3,284","34,203","-1,755",5.50,500,"4,700","15,591","165,580","19,579","-1,084",500,0
306,율촌화학,"32,800",상승,"1,200",+3.80%,500,"203,622","6,627","32,800","8,134",-184,-38.32,500,"305,692","32,000","32,900","6,555",-13.30,500,"33,450","3,644","3,645",-85,4.91,500,"30,850","9,219","24,800","4,571",-856,500,250
307,PLUS K방산,"42,595",상승,"1,030",+2.48%,0,"1,397,854","58,852","42,595","8,093",N/A,N/A,0,"1,209,038","41,990","42,600",N/A,N/A,0,"42,595","7,361",N/A,N/A,0.62,0,"41,210","37,060","19,000",N/A,N/A,0,N/A
308,프레스티지바이오파마,"13,270",하락,410,-3.00%,0,"173,099","2,303","13,270","7,975",-628,-26.70,0,"146,709","13,720","13,280","7,117",9.76,0,"13,720","7,853","1,962",-551,63.06,0,"13,190","4,432","60,096",7,-497,0,N/A
309,KODEX Top5PlusTR,"22,745",상승,750,+3.41%,0,"95,142","2,160","22,730","7,961",N/A,N/A,0,"9,910","22,580","22,745",N/A,N/A,0,"22,755","30,095",N/A,N/A,14.29,0,"22,410","85,319","35,000",N/A,N/A,0,N/A
310,동원F&B,"41,100",상승,450,+1.11%,"1,000","17,510",720,"40,950","7,930","1,835",6.66,"1,000","16,072","40,600","41,100","21,457",10.04,"1,000","41,650","4,334","10,627","1,278",7.99,"1,000","40,600","2,881","19,296","44,836","6,169","1,000",800
311,TIGER 미국30년국채스트립액티브(합성 H),"36,755",하락,250,-0.68%,0,"225,175","8,298","36,755","7,881",N/A,N/A,0,"292,576","36,855","36,770",N/A,N/A,0,"37,000","25,891",N/A,N/A,0.13,0,"36,740","27,491","21,442",N/A,N/A,0,N/A
312,하나투어,"50,600",하락,500,-0.98%,500,"139,210","7,132","50,500","7,838",509,11.28,500,"49,794","51,600","50,600","6,688",49.55,500,"52,500","7,165","4,883",991,16.19,500,"50,600","7,778","15,490","6,166","4,487",500,"2,300"
313,케이카,"16,140",상승,780,+5.08%,500,"265,966","4,266","16,140","7,777",681,16.67,500,"158,443","15,810","16,150","5,248",15.41,500,"16,250","4,703","2,991",440,7.69,500,"15,700","4,705","48,182","23,015",968,500,"1,150"
314,SNT모티브,"29,050",상승,300,+1.04%,"5,000","46,890","1,348","28,900","7,710",981,7.81,"5,000","42,540","28,700","29,050","12,418",-15.86,"5,000","29,100","3,677","2,570","1,043",17.17,"5,000","28,300","2,211","26,540","9,689","3,718","5,000",937
315,대상,"22,100",상승,400,+1.84%,"1,000","159,959","3,525","22,100","7,657","1,769",7.71,"1,000","82,688","21,800","22,150","35,098",43.02,"1,000","22,250","19,306","20,622",967,18.03,"1,000","21,700","22,528","34,648","42,551","2,865","1,000",850
316,SOL 미국배당다우존스,"10,525",상승,90,+0.86%,0,"639,109","6,745","10,525","7,652",N/A,N/A,0,"484,327","10,550","10,530",N/A,N/A,0,"10,590","10,310",N/A,N/A,0.00,0,"10,520","21,219","72,700",N/A,N/A,0,N/A
317,TIGER 단기채권액티브,"55,775",상승,10,+0.02%,0,"27,979","1,560","55,775","7,594",N/A,N/A,0,"14,106","55,760","55,780",N/A,N/A,0,"55,785","23,475",N/A,N/A,0.00,0,"55,760","11,791","13,616",N/A,N/A,0,N/A
318,TIGER 2차전지테마,"12,215",상승,260,+2.17%,0,"742,032","9,074","12,200","7,567",N/A,N/A,0,"1,013,517","12,075","12,215",N/A,N/A,0,"12,385","12,793",N/A,N/A,1.08,0,"12,075","53,723","61,950",N/A,N/A,0,N/A
319,삼양홀딩스,"87,000",상승,"8,200",+10.41%,"5,000","127,454","10,719","87,000","7,560","1,275",30.57,"5,000","149,807","79,500","87,100","52,905",34.53,"5,000","87,000","1,607","22,924",895,7.84,"5,000","79,200","2,497","8,690","35,533","2,846","5,000","3,500"
320,N2 KIS CD금리투자 ETN,"53,910",상승,15,+0.03%,0,1,0,"53,910","7,547",N/A,N/A,0,0,"53,910","53,915",N/A,N/A,0,"53,910","39,999",N/A,N/A,0.00,0,"53,910","90,000","14,000",N/A,N/A,0,N/A
321,동아쏘시오홀딩스,"115,000",상승,"3,100",+2.77%,"5,000","14,673","1,652","114,500","7,517",821,11.04,"5,000","9,826","109,700","115,000","20,305",6.78,"5,000","115,200",486,"9,665",576,13.94,"5,000","109,700",314,"6,536","13,332","10,412","5,000","1,797"
322,TIGER 미국나스닥100타겟데일리커버드콜,"9,325",상승,175,+1.91%,0,"710,670","6,638","9,320","7,516",N/A,N/A,0,"389,928","9,265","9,325",N/A,N/A,0,"9,365","162,990",N/A,N/A,0.00,0,"9,265","152,929","80,600",N/A,N/A,0,N/A
323,대덕전자,"15,180",상승,220,+1.47%,500,"157,230","2,390","15,170","7,501",113,48.65,500,"114,230","15,160","15,180","10,887",-52.56,500,"15,410","2,022","2,132",238,9.68,500,"15,070","15,240","49,417","8,921",312,500,400
324,ACE 종합채권(AA-이상)KIS액티브,"108,340",하락,505,-0.46%,0,"2,997",324,"108,210","7,493",N/A,N/A,0,"2,206","108,630","108,285",N/A,N/A,0,"108,630","15,012",N/A,N/A,0.00,0,"108,200","12,024","6,916",N/A,N/A,0,N/A
325,솔루엠,"15,230",상승,110,+0.73%,500,"126,149","1,927","15,220","7,464",691,24.89,500,"164,678","15,310","15,230","9,827",-55.29,500,"15,400","3,227","5,484",377,17.75,500,"15,170","3,009","49,006","15,944",612,500,0
326,LG화학우,"96,800",상승,"2,000",+2.11%,"5,000","64,243","6,227","96,700","7,443",N/A,-8.10,"5,000","55,711","95,900","96,800",N/A,N/A,"5,000","98,400","2,185",N/A,N/A,41.25,"5,000","95,200","2,018","7,689",N/A,"-11,946","5,000",N/A
327,보령,"8,650",상승,30,+0.35%,500,"66,554",574,"8,640","7,421",705,14.02,500,"89,520","8,620","8,650","11,641",3.23,500,"8,680","9,333","3,796",696,7.09,500,"8,600","14,015","85,787","10,171",617,500,100
328,이노션,"18,450",상승,480,+2.67%,500,"86,074","1,581","18,420","7,380","1,557",8.52,500,"39,501","18,090","18,450","27,146",3.76,500,"18,510",833,"16,827","1,161",25.78,500,"18,000","3,710","40,000","21,206","2,166",500,"1,175"
329,파미셀,"11,960",상승,130,+1.10%,500,"407,647","4,923","11,960","7,178",47,44.46,500,"513,939","12,040","11,970",993,259.23,500,"12,290","20,659",128,63,9.63,500,"11,900","10,245","60,017",649,269,500,20
330,KODEX 미국S&P500(H),"13,725",상승,205,+1.52%,0,"236,186","3,243","13,725","7,103",N/A,N/A,0,"1,266,327","13,720","13,730",N/A,N/A,0,"13,760","171,238",N/A,N/A,0.00,0,"13,720","160,864","51,750",N/A,N/A,0,N/A
331,전진건설로봇,"48,300",하락,400,-0.82%,500,"87,636","4,240","48,300","7,048",313,23.40,500,"43,672","48,150","48,450","2,192",-4.74,500,"49,150","5,090",648,314,0.37,500,"46,900","2,539","14,593","1,698","2,064",500,"1,277"
332,유안타증권,"3,530",상승,200,+6.01%,"5,000","1,321,275","4,623","3,530","7,046",948,10.26,"5,000","826,641","3,395","3,535","168,003",-26.62,"5,000","3,550","18,067","151,660",730,64.43,"5,000","3,395","152,139","199,597","27,127",344,"5,000",200
333,SK이터닉스,"20,850",상승,200,+0.97%,200,"1,113,768","23,413","20,800","7,038",376,28.25,200,"1,281,554","21,700","20,850","7,317",N/A,200,"21,750","34,514","4,897",224,2.60,200,"20,450","34,917","33,754","3,322",738,200,N/A
334,덴티움,"63,400",상승,"2,200",+3.59%,500,"46,393","2,926","63,400","7,018",985,10.23,500,"28,036","61,800","63,500","8,944",-28.77,500,"63,800","1,847","3,409",724,15.03,500,"61,800","3,471","11,069","4,078","6,198",500,600
335,녹십자홀딩스,"14,920",상승,340,+2.33%,500,"180,849","2,717","14,920","7,017",-107,10.91,500,"87,793","14,670","14,940","36,706",34.81,500,"15,430","3,106","18,184",-111,9.98,500,"14,590","1,379","47,028","22,049","1,367",500,500
336,아이에스동서,"23,150",상승,"2,000",+9.46%,500,"162,575","3,674","23,100","6,988","1,697",-3.88,500,"35,004","21,200","23,150","35,540",-50.17,500,"23,250","1,500","19,968","-1,602",4.45,500,"21,200","7,447","30,187","15,146","-5,961",500,"1,000"
337,PLUS 200,"37,715",상승,"1,030",+2.81%,0,"411,985","15,489","37,715","6,977",N/A,N/A,0,"160,562","37,270","37,725",N/A,N/A,0,"37,740","15,925",N/A,N/A,2.75,0,"37,205","36,919","18,500",N/A,N/A,0,N/A
338,KG모빌리티,"3,420",상승,40,+1.18%,"1,000","235,253",803,"3,415","6,921",14,-39.31,"1,000","217,937","3,380","3,420","31,045",-88.58,"1,000","3,480","4,566","16,839",338,23.43,"1,000","3,335","12,705","202,375","39,051",-87,"1,000",0
339,ACE 미국빅테크TOP7 Plus,"17,060",상승,260,+1.55%,0,"554,268","9,478","17,055","6,909",N/A,N/A,0,"241,928","17,095","17,060",N/A,N/A,0,"17,150","40,671",N/A,N/A,0.01,0,"17,055","102,565","40,500",N/A,N/A,0,N/A
340,DI동일,"33,900",상승,100,+0.30%,500,"26,410",895,"33,900","6,893",78,-243.88,500,"31,153","33,450","33,950","10,137",23.89,500,"34,350","9,090","4,494",25,7.46,500,"33,450","1,988","20,334","6,517",-139,500,262
341,신한알파리츠,"5,680",상승,50,+0.89%,"1,000","317,799","1,805","5,680","6,869",338,57.37,"1,000","148,090","5,640","5,700","21,588",34.36,"1,000","5,730","39,325","16,187",47,10.17,"1,000","5,610","20,208","120,940",583,99,"1,000",173
342,한화리츠,"3,790",상승,10,+0.26%,500,"332,774","1,267","3,790","6,807",191,37.52,500,"127,748","3,780","3,795","15,864",54.05,500,"3,860","25,887","12,576",28,0.39,500,"3,780","26,028","179,600",335,101,500,135
343,현대홈쇼핑,"56,400",상승,"1,500",+2.73%,"5,000","31,718","1,784","56,100","6,768","1,301",8.12,"5,000","34,625","55,300","56,400","51,751",117.05,"5,000","56,700",371,"13,396","1,742",14.01,"5,000","54,900","2,728","12,000","38,535","6,942","5,000","2,800"
344,LX홀딩스,"8,820",상승,660,+8.09%,"1,000","843,460","7,311","8,810","6,728","1,560",3.76,"1,000","381,221","8,420","8,820","19,050",113.21,"1,000","8,850","14,292",357,"1,603",11.85,"1,000","8,410","21,547","76,281","1,945","2,346","1,000",290
345,KODEX 미국빅테크10(H),"49,010",상승,"1,090",+2.27%,0,"165,217","8,095","48,965","6,651",N/A,N/A,0,"62,508","49,080","49,010",N/A,N/A,0,"49,165","25,056",N/A,N/A,0.00,0,"48,890","16,971","13,570",N/A,N/A,0,N/A
346,NHN,"19,680",상승,400,+2.07%,500,"118,976","2,297","19,680","6,645",-326,-5.00,500,"22,941","19,390","19,690","31,930",-158.67,500,"19,690","1,492","14,277","-1,926",9.20,500,"19,110",796,"33,766","24,561","-3,937",500,500
347,한화3우B,"34,050",상승,"3,650",+12.01%,"5,000","685,216","23,063","34,000","6,607",N/A,3.25,"5,000","227,848","31,300","34,050",N/A,N/A,"5,000","35,350","3,212",N/A,N/A,22.63,"5,000","30,700","4,304","19,404",N/A,"10,464","5,000",N/A
348,넥센타이어,"6,750",상승,10,+0.15%,500,"622,264","4,150","6,750","6,593","1,721",5.61,500,"514,905","6,740","6,780","45,745",-7.94,500,"6,830","2,791","27,029","1,267",7.00,500,"6,270","22,082","97,668","28,479","1,203",500,130
349,TKG휴켐스,"16,040",상승,240,+1.52%,"1,000","45,098",725,"16,030","6,557",808,10.63,"1,000","86,506","15,830","16,140","11,682",-33.35,"1,000","16,210","1,188","2,933",775,8.41,"1,000","15,820","4,666","40,879","11,882","1,509","1,000","1,000"
350,F&F홀딩스,"16,690",상승,"1,530",+10.09%,500,"110,252","1,787","16,620","6,528","4,164",6.35,500,"55,053","15,440","16,690","40,333",-19.06,500,"16,770","7,195","6,634","3,220",0.09,500,"15,260","2,302","39,114","18,983","2,627",500,450
351,세진중공업,"11,470",상승,300,+2.69%,500,"968,397","10,974","11,460","6,521",360,29.95,500,"430,910","11,170","11,470","6,209",7.23,500,"11,530","33,762","3,715",220,5.72,500,"11,030","25,947","56,849","3,524",383,500,200
352,GS피앤엘,"32,800",상승,300,+0.92%,"1,000","322,047","10,782","32,750","6,505",0,-57.24,"1,000","371,399","32,500","32,800","22,696",N/A,"1,000","34,250","1,951","10,328",-11,9.82,"1,000","32,050","2,336","19,831",383,-573,"1,000",N/A
353,TIGER 리츠부동산인프라,"4,275",상승,20,+0.47%,0,"1,964,254","8,406","4,275","6,502",N/A,N/A,0,"875,820","4,260","4,280",N/A,N/A,0,"4,315","256,905",N/A,N/A,0.05,0,"4,250","131,571","152,100",N/A,N/A,0,N/A
354,솔루스첨단소재,"9,260",하락,460,-4.73%,100,"673,739","6,305","9,260","6,502",-544,-65.67,100,"5,463,941","9,550","9,270","20,794",25.67,100,"9,640","21,423","9,879",-427,4.11,100,"9,210","8,165","70,217","5,709",-141,100,10
355,키움 CD금리투자 ETN,"103,785",상승,30,+0.03%,0,"51,595","5,354","103,785","6,455",N/A,N/A,0,"38,279","103,787","103,790",N/A,N/A,0,"103,790","512,245",N/A,N/A,0.00,0,"103,785","512,214","6,220",N/A,N/A,0,N/A
356,KODEX 반도체,"32,195",상승,975,+3.12%,0,"721,238","23,260","32,185","6,391",N/A,N/A,0,"332,271","31,950","32,195",N/A,N/A,0,"32,385","5,179",N/A,N/A,0.21,0,"31,905","10,425","19,850",N/A,N/A,0,N/A
357,N2 코스피 변동성 매칭형 양매도 ETN,"9,065",하락,230,-2.47%,0,2,0,"9,060","6,346",N/A,N/A,0,1,"9,090","9,075",N/A,N/A,0,"9,090",129,N/A,N/A,0.00,0,"9,065","2,000","70,000",N/A,N/A,0,N/A
358,LG전자우,"36,900",상승,500,+1.37%,"5,000","38,428","1,419","36,900","6,342",N/A,9.65,"5,000","29,954","36,400","36,950",N/A,N/A,"5,000","37,400","1,653",N/A,N/A,45.70,"5,000","36,400","2,222","17,186",N/A,"3,825","5,000",N/A
359,금양,"9,900",보합,0,0.00%,500,0,0,0,"6,333",-560,-4.09,500,0,0,0,"12,569",-283.36,500,0,0,"7,624","-1,861",5.59,500,0,0,"63,967","1,537","-2,420",500,N/A
360,ACE 미국배당다우존스,"11,665",상승,90,+0.78%,0,"290,283","3,393","11,660","6,322",N/A,N/A,0,"175,295","11,685","11,665",N/A,N/A,0,"11,730","132,997",N/A,N/A,0.01,0,"11,665","81,525","54,200",N/A,N/A,0,N/A
361,TIGER Fn반도체TOP10,"10,160",상승,345,+3.52%,0,"1,615,876","16,403","10,150","6,279",N/A,N/A,0,"1,162,742","10,065","10,160",N/A,N/A,0,"10,205","10,403",N/A,N/A,0.32,0,"10,065","68,368","61,800",N/A,N/A,0,N/A
362,KG스틸,"6,220",상승,280,+4.71%,"5,000","176,867","1,094","6,220","6,221","2,060",3.54,"5,000","237,220","5,900","6,230","33,414",-26.53,"5,000","6,290","8,316","13,812","1,325",6.44,"5,000","5,900","15,530","100,009","33,010","1,757","5,000",250
363,카프로,"3,660",보합,0,0.00%,500,0,0,0,"6,185",-324,17.43,500,0,0,0,"2,392",17.95,500,0,0,"1,510",332,0.08,500,0,0,"169,000",71,210,500,N/A
364,KODEX 단기채권,"113,380",상승,25,+0.02%,0,"22,219","2,519","113,375","6,140",N/A,N/A,0,"46,063","113,360","113,380",N/A,N/A,0,"113,380","40,863",N/A,N/A,0.00,0,"113,360","48,995","5,415",N/A,N/A,0,N/A
365,한국단자,"60,500",상승,500,+0.83%,500,"27,549","1,670","60,500","6,120","1,713",4.66,500,"26,708","60,600","60,700","15,643",53.31,500,"61,000","2,255","4,880","1,425",25.58,500,"60,300","1,768","10,115","15,098","12,988",500,"2,200"
366,TIGER 머니마켓액티브,"100,440",상승,30,+0.03%,0,"46,460","4,666","100,435","6,117",N/A,N/A,0,"40,056","100,440","100,440",N/A,N/A,0,"100,445","250,541",N/A,N/A,0.00,0,"100,435","378,551","6,090",N/A,N/A,0,N/A
367,KODEX 미국30년국채타겟커버드콜(합성 H),"8,555",하락,20,-0.23%,0,"695,900","5,956","8,555","6,113",N/A,N/A,0,"684,827","8,570","8,560",N/A,N/A,0,"8,575","263,631",N/A,N/A,0.14,0,"8,545","254,718","71,450",N/A,N/A,0,N/A
368,KODEX MSCI Korea TR,"12,215",상승,335,+2.82%,0,"38,857",473,"12,200","6,108",N/A,N/A,0,"7,842","12,010","12,215",N/A,N/A,0,"12,215","51,544",N/A,N/A,1.30,0,"12,010","29,964","50,000",N/A,N/A,0,N/A
369,아세아,"293,000",상승,"8,500",+2.99%,"5,000","2,630",764,"290,000","6,107","1,724",11.68,"5,000","4,943","284,500","293,000","33,343",-28.28,"5,000","294,000",124,"13,044","1,084",7.99,"5,000","283,500",182,"2,084","20,074","25,096","5,000","5,330"
370,유니드,"90,200",하락,300,-0.33%,"5,000","24,327","2,189","90,100","6,104",954,7.94,"5,000","39,489","90,500","90,200","13,648",197.62,"5,000","91,300","1,438","3,525",762,9.63,"5,000","89,200","2,031","6,768","11,116","11,360","5,000","1,800"
371,HJ중공업,"7,320",상승,80,+1.10%,"5,000","554,907","3,977","7,300","6,096",73,-178.54,"5,000","408,144","7,230","7,320","22,044",106.67,"5,000","7,320","30,511","18,610",52,1.60,"5,000","7,010","20,718","83,274","18,860",-41,"5,000",N/A
372,쿠쿠홈시스,"26,800",상승,500,+1.90%,100,"46,023","1,226","26,750","6,013","1,648",4.94,100,"45,410","26,300","26,800","13,816",13.77,100,"26,950","2,629","3,349","1,361",6.62,100,"26,300","7,131","22,437","10,572","5,424",100,"1,000"
373,현대그린푸드,"18,000",상승,980,+5.76%,500,"105,563","1,891","18,000","5,964",967,8.04,500,"32,888","16,960","18,050","9,556",49.10,500,"18,220",354,"2,854",745,14.17,500,"16,960","3,333","33,136","22,704","2,238",500,335
374,신풍제약,"11,220",하락,550,-4.67%,500,"1,648,778","18,968","11,210","5,945",-205,-44.00,500,"910,874","11,250","11,220","3,421",56.84,500,"12,300","6,470",840,-154,5.52,500,"10,470","7,546","52,985","2,211",-255,500,N/A
375,KODEX 인버스,"4,080",하락,120,-2.86%,0,"21,864,484","89,664","4,075","5,867",N/A,N/A,0,"20,687,326","4,135","4,080",N/A,N/A,0,"4,140","2,728,179",N/A,N/A,1.02,0,"4,070","3,227,979","143,800",N/A,N/A,0,N/A
376,HD현대에너지솔루션,"52,300",상승,100,+0.19%,"5,000","1,265,123","67,882","52,300","5,858",35,31.77,"5,000","1,875,810","55,900","52,400","4,538",-80.03,"5,000","58,700","18,215",841,1,6.94,"5,000","51,100","14,353","11,200","4,224","1,646","5,000",N/A
377,KODEX 국고채30년액티브,"119,915",하락,"2,975",-2.42%,0,"36,924","4,445","119,915","5,738",N/A,N/A,0,"57,163","122,500","120,005",N/A,N/A,0,"122,500","15,596",N/A,N/A,0.02,0,"119,400","16,139","4,785",N/A,N/A,0,N/A
378,한화손해보험,"4,850",상승,300,+6.59%,"5,000","684,508","3,304","4,850","5,662","4,357",2.19,"5,000","330,731","4,700","4,855","198,342",42.15,"5,000","4,910","8,888","168,811","3,160",14.43,"5,000","4,680","48,153","116,739","65,973","2,217","5,000",0
379,KODEX 미국30년국채액티브(H),"8,765",하락,15,-0.17%,0,"1,812,878","15,886","8,760","5,633",N/A,N/A,0,"982,439","8,775","8,765",N/A,N/A,0,"8,780","342,075",N/A,N/A,0.03,0,"8,750","348,784","64,270",N/A,N/A,0,N/A
380,삼천리,"138,700",상승,"4,500",+3.35%,"5,000","42,007","5,796","138,700","5,624","1,143",5.13,"5,000","36,861","136,900","138,800","45,182",-34.49,"5,000","139,500",660,"27,577","1,217",10.37,"5,000","134,600","1,511","4,055","51,205","27,036","5,000","3,000"
381,한일홀딩스,"18,000",상승,970,+5.70%,"1,000","32,685",587,"17,990","5,550","2,793",5.94,"1,000","58,437","17,400","18,000","37,090",6.60,"1,000","18,320",722,"14,048","1,985",4.07,"1,000","17,090","1,539","30,833","22,487","3,032","1,000",930
382,코스모화학,"14,250",상승,310,+2.22%,"1,000","301,799","4,356","14,250","5,473",-20,-9.13,"1,000","203,499","14,010","14,300","12,043",-166.57,"1,000","14,880","3,462","6,136",-523,7.44,"1,000","14,010",332,"38,408","7,493","-1,561","1,000",N/A
383,애경케미칼,"11,210",하락,280,-2.44%,500,"801,630","9,122","11,200","5,454",155,115.57,500,"2,303,064","11,600","11,210","13,564",-65.69,500,"11,680","20,375","6,155",85,0.00,500,"11,120","13,278","48,649","16,422",97,500,281
384,대한유화,"83,900",상승,"2,700",+3.33%,"5,000","27,250","2,292","83,900","5,454",-599,531.01,"5,000","11,604","81,100","84,000","22,197",3.90,"5,000","85,400",636,"4,121",-85,7.04,"5,000","81,100","1,305","6,500","28,001",158,"5,000","1,000"
385,제이알글로벌리츠,"2,755",하락,20,-0.72%,"1,000","991,458","2,745","2,755","5,438",310,13.91,"1,000","295,902","2,755","2,765","21,465",-4.87,"1,000","2,815","120,815","13,405",207,8.64,"1,000","2,720","109,002","197,376",626,198,"1,000",N/A
386,제주항공,"6,720",상승,100,+1.51%,"1,000","65,236",437,"6,710","5,419",799,-9.31,"1,000","96,779","6,700","6,720","19,985",-52.94,"1,000","6,730","12,325","16,744",217,2.40,"1,000","6,660","24,774","80,641","19,358",-722,"1,000",N/A
387,삼양사,"52,200",상승,"1,200",+2.35%,"5,000","24,744","1,276","52,100","5,384","1,335",4.83,"5,000","8,731","51,300","52,200","33,199",17.95,"5,000","52,200","2,894","13,722","1,364",4.85,"5,000","50,800","7,645","10,313","26,718","10,808","5,000","1,750"
388,JW중외제약,"23,000",상승,100,+0.44%,"2,500","43,953","1,010","23,000","5,356",825,9.17,"2,500","36,416","23,050","23,050","6,046",-17.76,"2,500","23,200","14,873","2,751",650,6.27,"2,500","22,850","10,782","23,286","7,194","2,507","2,500",450
389,한국쉘석유,"407,000",상승,"10,000",+2.52%,"5,000","2,076",839,"406,500","5,291",460,13.80,"5,000","3,397","399,000","407,000","1,913",8.65,"5,000","407,500","1,030",640,367,58.96,"5,000","395,500",925,"1,300","3,272","29,500","5,000","27,000"
390,E1,"76,600",상승,"2,500",+3.37%,"5,000","36,653","2,807","76,500","5,255","2,176",5.02,"5,000","18,076","75,100","76,600","145,398",133.55,"5,000","77,200","1,475","123,507",656,5.40,"5,000","74,400","3,453","6,860","111,924","15,251","5,000","3,450"
391,KB KIS CD금리투자 ETN,"52,055",상승,20,+0.04%,0,3,0,"52,050","5,206",N/A,N/A,0,0,"52,055","52,055",N/A,N/A,0,"52,055","50,039",N/A,N/A,0.00,0,"52,055","49,997","10,000",N/A,N/A,0,N/A
392,케이씨텍,"25,100",상승,500,+2.03%,500,"56,003","1,402","25,100","5,193",498,10.72,500,"53,947","25,000","25,150","5,491",52.23,500,"25,350","6,278",673,527,12.42,500,"24,800","5,639","20,690","3,854","2,341",500,270
393,바이오노트,"5,080",상승,30,+0.59%,500,"44,430",224,"5,070","5,184",122,12.24,500,"51,654","5,120","5,080","16,972",125.97,500,"5,120","7,358",614,553,0.54,500,"5,020","5,885","102,056","1,028",415,500,200
394,LF,"17,730",상승,"1,320",+8.04%,"5,000","177,487","3,096","17,730","5,184","1,261",6.79,"5,000","37,308","16,990","17,740","29,150",119.84,"5,000","17,770","4,424","11,422",906,12.71,"5,000","16,990","3,804","29,240","19,563","2,610","5,000",700
395,OCI,"57,900",상승,"2,700",+4.89%,"5,000","79,091","4,571","57,900","5,183","1,105",12.21,"5,000","43,209","56,800","58,000","22,830",N/A,"5,000","59,200","2,847","10,414",897,6.08,"5,000","56,400",564,"8,952","22,153","4,741","5,000","2,200"
396,CJ4우(전환),"122,600",상승,"11,100",+9.96%,"5,000","42,003","5,031","122,000","5,182",N/A,44.02,"5,000","10,004","113,600","122,600",N/A,N/A,"5,000","123,000",700,N/A,N/A,4.45,"5,000","113,500",962,"4,227",N/A,"2,785","5,000",N/A
397,KIWOOM 국고채10년,"115,640",하락,915,-0.79%,0,"82,341","9,542","115,640","5,181",N/A,N/A,0,"34,194","116,275","115,655",N/A,N/A,0,"116,275","7,061",N/A,N/A,0.02,0,"115,500","9,535","4,480",N/A,N/A,0,N/A
398,롯데손해보험,"1,667",상승,32,+1.96%,"1,000","348,434",577,"1,667","5,173",311,21.37,"1,000","216,637","1,635","1,670","155,415",-91.73,"1,000","1,674","12,972","147,472",242,1.21,"1,000","1,635","35,918","310,336","31,515",78,"1,000",N/A
399,TIGER 인도니프티50,"13,155",하락,115,-0.87%,0,"190,129","2,513","13,150","5,157",N/A,N/A,0,"134,966","13,270","13,155",N/A,N/A,0,"13,275","1,552",N/A,N/A,0.09,0,"13,155","49,146","39,200",N/A,N/A,0,N/A
400,PLUS 머니마켓액티브,"52,270",상승,15,+0.03%,0,"74,274","3,882","52,265","5,132",N/A,N/A,0,"32,914","52,260","52,270",N/A,N/A,0,"52,275","60,212",N/A,N/A,0.00,0,"52,260","59,529","9,818",N/A,N/A,0,N/A
401,대한해운,"1,594",상승,54,+3.51%,500,"4,041,886","6,437","1,594","5,120","3,286",3.43,500,"2,181,835","1,559","1,595","45,804",31.48,500,"1,617","34,890","22,907","1,648",5.59,500,"1,558","111,903","321,210","17,472",465,500,0
402,퍼시스,"44,000",하락,50,-0.11%,"1,000",986,43,"44,000","5,060",215,15.28,"1,000","1,361","44,050","45,000","6,439",-39.05,"1,000","45,000",661,699,477,19.93,"1,000","43,650",342,"11,500","3,857","2,879","1,000","1,200"
403,풍산홀딩스,"35,000",상승,"2,600",+8.02%,"5,000","205,923","7,098","34,900","5,046","1,047",4.96,"5,000","32,356","33,000","35,000","13,191",54.41,"5,000","35,700","1,898","2,037","1,000",15.74,"5,000","31,400","18,592","14,417","4,494","7,062","5,000","1,400"
404,TIGER 미국달러단기채권액티브,"12,500",하락,15,-0.12%,0,"323,776","4,057","12,495","5,042",N/A,N/A,0,"116,399","12,525","12,500",N/A,N/A,0,"12,570","51,560",N/A,N/A,0.01,0,"12,495","53,061","40,340",N/A,N/A,0,N/A
405,TIGER 테슬라채권혼합Fn,"13,885",상승,80,+0.58%,0,"388,389","5,389","13,880","5,019",N/A,N/A,0,"629,516","13,860","13,885",N/A,N/A,0,"13,900","13,233",N/A,N/A,0.80,0,"13,850","13,454","36,150",N/A,N/A,0,N/A
406,KODEX 국고채3년,"62,680",하락,175,-0.28%,0,"37,253","2,337","62,680","5,014",N/A,N/A,0,"27,881","62,810","62,710",N/A,N/A,0,"62,815","63,113",N/A,N/A,0.01,0,"62,680","28,149","8,000",N/A,N/A,0,N/A
407,PI첨단소재,"17,060",보합,0,0.00%,500,"93,628","1,606","17,050","5,010",349,17.92,500,"181,404","17,090","17,060","5,275",987.07,500,"17,340","3,870","1,896",234,8.23,500,"17,030","3,966","29,366","2,513",952,500,350
408,SBS,"27,000",상승,100,+0.37%,"5,000","144,517","3,903","26,900","5,009",-192,35.76,"5,000","209,890","27,350","27,000","15,124",-132.90,"5,000","27,400","5,134","6,059",338,0.00,"5,000","26,350","10,374","18,551","10,467",755,"5,000",N/A
