N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
439,덱스터,"7,360",상승,10,+0.14%,500,"59,714",441,"7,360","1,870",-89,-15.46,500,"50,513","7,450","7,380","1,036","-21,406.94",500,"7,460","8,554",547,-107,2.81,500,"7,310","6,872","25,412",537,-476,500,N/A
440,삼양엔씨켐,"17,210",상승,110,+0.64%,500,"277,769","4,785","17,200","1,870",107,18.61,500,"81,817","17,240","17,210","1,283",45.87,500,"17,490","2,930",446,90,1.23,500,"17,020","16,155","10,866","1,105",925,500,N/A
441,모다이노칩,"2,340",상승,20,+0.86%,500,"6,040",14,"2,335","1,865",386,24.12,500,"14,264","2,360","2,340","9,681",137.95,500,"2,360",58,"5,865",127,0.14,500,"2,280","4,256","79,722","3,889",97,500,N/A
442,경동제약,"6,010",상승,30,+0.50%,500,"21,547",129,"6,000","1,849",26,31.80,500,"18,161","5,980","6,010","3,029",110.51,500,"6,030","16,050",825,54,1.75,500,"5,960","9,195","30,769","1,939",189,500,300
443,HB테크놀러지,"1,988",상승,73,+3.81%,500,"1,537,290","3,051","1,986","1,843",-165,-2.45,500,"425,763","1,937","1,988","3,488",25.16,500,"2,020","23,038",921,-516,0.00,500,"1,927","11,952","92,716","1,624",-811,500,20
444,금화피에스시,"30,700",상승,"1,500",+5.14%,500,"61,801","1,857","30,700","1,842",362,5.10,500,"25,240","30,100","30,750","4,618",-16.71,500,"30,750","4,661","1,009",400,19.97,500,"29,500","6,754","6,000","3,402","6,021",500,"1,400"
445,디와이피엔에프,"17,180",상승,180,+1.06%,500,"37,278",640,"17,180","1,841",246,7.35,500,"35,444","17,000","17,230","3,208",195.44,500,"17,290","1,253","1,926",182,4.36,500,"16,900","2,455","10,714","2,810","2,339",500,N/A
446,동양이엔피,"23,400",상승,450,+1.96%,500,"44,793","1,034","23,250","1,839",516,2.77,500,"51,742","22,950","23,400","4,885",20.16,500,"23,500","12,686",874,695,7.20,500,"22,600","14,065","7,860","5,484","8,455",500,600
447,비나텍,"28,850",하락,350,-1.20%,500,"20,453",592,"28,850","1,838",-81,-14.48,500,"30,320","29,200","28,900","1,761",-365.73,500,"29,400","2,270",922,-97,1.51,500,"28,500","3,815","6,372",596,"-1,993",500,24
448,알서포트,"3,440",상승,55,+1.62%,100,"498,256","1,706","3,435","1,832",37,88.21,100,"408,526","3,400","3,440","1,205",-53.60,100,"3,465","19,457",246,31,19.33,100,"3,375","25,032","53,267",475,39,100,10
449,KX,"4,040",상승,15,+0.37%,500,"252,565","1,015","4,030","1,832",597,2.24,500,"276,729","4,025","4,040","8,868",-3.73,500,"4,150","10,377","4,438",975,1.41,500,"3,900","5,138","45,336","4,038","1,804",500,190
450,와이솔,"6,600",상승,40,+0.61%,500,"58,763",388,"6,600","1,826",5,-58.93,500,"83,033","6,560","6,620","4,143",-96.58,500,"6,650","14,016",524,110,6.05,500,"6,530","15,818","27,672","3,750",-112,500,500
451,HB솔루션,"2,495",상승,90,+3.74%,500,"308,979",765,"2,490","1,825",193,-4.59,500,"155,152","2,420","2,495","2,933",185.95,500,"2,500","17,499",724,-208,2.87,500,"2,415","45,452","73,141","1,315",-544,500,30
452,애니플러스,"3,705",상승,5,+0.14%,100,"241,460",899,"3,705","1,812",251,9.36,100,"373,173","3,700","3,715","2,556",9.96,100,"3,750","19,718","1,317",180,2.75,100,"3,665","27,639","48,911","1,310",396,100,0
453,사피엔반도체,"22,050",상승,300,+1.38%,100,"83,319","1,814","22,050","1,811",-34,-73.50,100,"77,597","22,000","22,100",312,50.22,100,"22,200","10,797",148,-171,3.77,100,"21,300","25,441","8,213",80,-300,100,0
454,드림시큐리티,"3,560",하락,10,-0.28%,100,"232,199",830,"3,560","1,802",256,15.15,100,"171,616","3,570","3,565","5,366",-22.94,100,"3,615","24,090","3,889",121,3.41,100,"3,545","22,652","50,606","2,688",235,100,N/A
455,성우,"11,970",상승,150,+1.27%,500,"50,221",601,"11,970","1,801",146,8.59,500,"55,565","11,820","11,980","2,549",-49.40,500,"12,130","1,798",321,182,1.79,500,"11,680","1,080","15,046","1,309","1,393",500,150
456,대한약품,"30,000",상승,"1,100",+3.81%,500,"39,509","1,177","29,800","1,800",381,5.43,500,"27,020","29,100","30,000","3,244",6.38,500,"30,300","2,370",484,338,16.62,500,"28,750","7,623","6,000","2,042","5,523",500,900
457,티엘비,"18,300",상승,710,+4.04%,500,"213,722","3,887","18,290","1,799",34,41.88,500,"52,972","17,720","18,300","1,884",10.28,500,"18,520","1,638",763,36,1.99,500,"17,460","2,720","9,833","1,800",437,500,200
458,아티스트스튜디오,"18,000",하락,450,-2.44%,500,"200,764","3,626","18,000","1,799",-73,-12.07,500,"207,378","18,220","18,040",593,5.99,500,"18,640","1,614",51,-150,1.36,500,"17,660",722,"9,996",273,"-1,491",500,N/A
459,에이스테크,"2,380",하락,55,-2.26%,500,"180,743",434,"2,380","1,797",-311,-2.62,500,"952,143","2,445","2,385","3,049",49.99,500,"2,480","41,188","2,093",-408,0.00,500,"2,365","6,026","75,506","1,451",-909,500,0
460,케이에스피,"4,465",하락,10,-0.22%,500,"228,509","1,017","4,460","1,795",138,13.33,500,"270,678","4,480","4,465","1,055",16.66,500,"4,595","6,219",341,153,2.64,500,"4,385","30,257","40,191",853,335,500,15
461,엠케이전자,"8,130",상승,190,+2.39%,500,"94,785",764,"8,120","1,794",561,-8.53,500,"33,949","8,000","8,130","23,142",20.72,500,"8,140","32,904","14,001",-377,4.24,500,"7,900","11,497","22,066","11,706",-953,500,100
462,마음AI,"25,650",상승,450,+1.79%,500,"1,521,440","38,803","25,600","1,788",-71,-14.65,500,"2,867,018","25,200","25,650",497,-84.58,500,"26,200","12,523",364,-87,1.55,500,"24,200","47,678","6,971",78,"-1,751",500,0
463,이니텍,"9,030",상승,330,+3.79%,500,"71,484",637,"9,000","1,787",2,73.41,500,"70,841","8,740","9,030","1,184",106.51,500,"9,080","4,939",73,23,1.39,500,"8,650","21,069","19,791",389,123,500,0
464,KT나스미디어,"15,410",하락,180,-1.15%,500,"25,441",394,"15,370","1,783",199,-27.23,500,"20,250","15,530","15,410","4,927",-2.81,500,"15,750","1,187","2,533",-46,5.53,500,"15,350","1,027","11,568","1,426",-566,500,700
465,헥토이노베이션,"13,550",상승,150,+1.12%,500,"63,673",860,"13,550","1,778",489,6.25,500,"70,289","13,420","13,560","6,922",28.48,500,"13,570","3,497","3,624",348,9.87,500,"13,350","14,925","13,125","3,195","2,169",500,490
466,에스피소프트,"7,180",하락,20,-0.28%,100,"108,209",780,"7,180","1,776",38,45.73,100,"193,698","7,170","7,200",768,N/A,100,"7,320","2,289",142,3,1.40,100,"7,070","22,888","24,741",451,157,100,0
467,젝시믹스,"5,940",상승,40,+0.68%,500,"132,826",786,"5,930","1,775",249,9.28,500,"80,259","5,930","5,940","1,727",36.85,500,"5,990","13,418",582,209,3.52,500,"5,870","8,181","29,882","2,716",640,500,180
468,강원에너지,"6,760",상승,160,+2.42%,500,"53,325",358,"6,760","1,766",68,70.42,500,"63,699","6,570","6,770","1,639",-2.25,500,"6,810","4,104",920,-6,2.01,500,"6,520","3,122","26,123","2,244",96,500,N/A
469,에스와이,"3,590",하락,25,-0.69%,500,"168,808",608,"3,590","1,756",219,-99.72,500,"136,365","3,640","3,595","4,334",61.79,500,"3,640","40,672","2,375",63,1.17,500,"3,585","7,628","48,907","5,610",-36,500,N/A
470,유비쿼스홀딩스,"9,940",하락,10,-0.10%,500,"14,741",147,"9,920","1,750",143,25.62,500,"12,440","9,950","9,940","3,877",-55.99,500,"10,100",299,311,214,3.53,500,"9,910","9,486","17,605","1,256",388,500,130
471,사람인,"14,890",상승,50,+0.34%,500,"21,215",316,"14,890","1,744",213,17.58,500,"35,525","14,800","14,900","2,097",-15.84,500,"15,000","1,787",297,123,22.14,500,"14,690","5,549","11,709","1,284",847,500,500
472,지투파워,"9,310",상승,230,+2.53%,500,"991,170","9,301","9,300","1,742",37,52.01,500,"904,079","9,660","9,310",641,488.22,500,"9,680","22,097",274,42,0.00,500,"9,120","8,601","18,709",554,179,500,N/A
473,녹십자웰빙,"9,800",하락,200,-2.00%,500,"191,246","1,884","9,780","1,740",130,15.91,500,"332,492","9,900","9,800","1,615",N/A,500,"10,090","7,144",566,71,3.53,500,"9,680","2,137","17,752","1,338",616,500,120
474,삼지전자,"10,640",상승,110,+1.04%,500,"45,780",483,"10,630","1,736","1,156",2.66,500,"60,103","10,560","10,640","12,019",47.57,500,"10,640","1,043","5,617",941,5.66,500,"10,460","3,357","16,319","33,597","4,004",500,450
475,더네이쳐홀딩스,"11,690",상승,160,+1.39%,500,"55,466",643,"11,680","1,736",301,8.92,500,"53,854","11,550","11,690","6,983",-55.05,500,"11,720",408,"2,987",190,8.23,500,"11,440","5,620","14,848","5,169","1,311",500,500
476,와이엠티,"10,600",상승,150,+1.44%,500,"115,949","1,220","10,590","1,729",36,-60.57,500,"338,779","10,540","10,600","3,506",213.39,500,"10,710","2,337","1,540",-23,1.79,500,"10,080","7,945","16,314","1,372",-175,500,N/A
477,엔케이맥스,"2,020",보합,0,0.00%,500,0,0,0,"1,727",-51,-5.40,500,0,0,0,232,92.46,500,0,0,464,-355,4.73,500,0,0,"85,519",88,-374,500,N/A
478,KG모빌리언스,"4,540",상승,45,+1.00%,500,"53,935",244,"4,530","1,726",74,25.51,500,"71,368","4,495","4,540","5,385",-77.48,500,"4,550","4,991","1,915",82,4.13,500,"4,450","6,655","38,011","2,661",178,500,220
479,블루엠텍,"5,130",보합,0,0.00%,100,"681,099","3,496","5,130","1,719",-69,-37.17,100,"692,120","5,070","5,140","1,157",N/A,100,"5,230","32,826",685,-48,1.57,100,"5,000","42,612","33,511","1,333",-138,100,0
480,마크로젠,"15,820",상승,80,+0.51%,500,"7,517",119,"15,820","1,715",-65,-22.34,500,"8,124","15,800","15,830","3,297","-1,427.80",500,"15,870",834,"1,522",-78,1.99,500,"15,740",842,"10,841","1,358",-708,500,300
481,일진파워,"11,340",상승,220,+1.98%,500,"438,762","4,992","11,340","1,710",103,93.72,500,"202,559","11,790","11,350","2,705",-21.70,500,"11,940","3,052","1,333",99,2.01,500,"10,800","5,521","15,079","1,931",121,500,330
482,오리엔트정공,"5,370",하락,100,-1.83%,500,"3,945,875","21,507","5,360","1,705",12,-233.48,500,"11,105,168","5,450","5,370",994,-38.20,500,"5,690","77,891",614,0,7.71,500,"5,260","19,581","31,743","1,734",-23,500,N/A
483,에어레인,"20,850",하락,350,-1.65%,100,"384,274","8,016","20,850","1,704",19,76.65,100,"440,361","21,050","20,900",824,679.39,100,"21,500","23,531",184,20,1.14,100,"20,400","17,414","8,175",245,272,100,N/A
484,이지바이오,"5,150",하락,160,-3.01%,100,"326,824","1,706","5,140","1,704",324,8.60,100,"159,176","5,280","5,150","3,600",57.00,100,"5,350","19,188","2,712",199,4.30,100,"5,100","16,803","33,082","3,843",599,100,200
485,선진뷰티사이언스,"13,950",하락,330,-2.31%,500,"143,090","1,992","13,940","1,702",106,19.59,500,"131,692","14,280","13,950","1,541",17.65,500,"14,280","4,014",713,104,2.44,500,"13,710","2,468","12,203",794,712,500,60
486,에스와이스틸텍,"5,560",하락,130,-2.28%,500,"519,828","2,914","5,560","1,702",81,36.58,500,"301,514","5,630","5,570",800,-44.49,500,"5,750","24,409",299,61,1.51,500,"5,500","12,976","30,610","1,170",152,500,50
487,엘오티베큠,"9,550",상승,240,+2.58%,500,"89,323",850,"9,550","1,701",-42,-23.46,500,"79,314","9,400","9,570","3,392",-106.21,500,"9,640","1,569",824,24,5.65,500,"9,250","5,340","17,810","2,660",-407,500,N/A
488,켄코아에어로스페이스,"12,970",상승,30,+0.23%,500,"106,240","1,386","12,970","1,700",-54,-27.19,500,"105,547","13,060","12,980","2,531",-710.21,500,"13,250","2,640",697,-77,3.56,500,"12,920","4,576","13,105",862,-477,500,N/A
489,NICE인프라,"4,955",상승,45,+0.92%,500,"34,470",170,"4,950","1,692",187,83.98,500,"45,527","4,910","4,955","5,478",-32.60,500,"4,970","11,876","3,673",24,1.51,500,"4,905","7,330","34,148","3,387",59,500,125
490,이노스페이스,"18,000",하락,140,-0.77%,"1,000","37,601",679,"18,000","1,688",-329,-3.99,"1,000","32,216","18,140","18,010",559,-106.57,"1,000","18,180","4,317",117,-333,1.26,"1,000","18,000",637,"9,376",0,"-4,511","1,000",N/A
491,지니언스,"18,370",상승,200,+1.10%,500,"37,124",677,"18,270","1,668",98,14.97,500,"71,954","18,330","18,370",693,52.16,500,"18,780",567,125,109,26.40,500,"17,940","2,786","9,080",496,"1,227",500,250
492,동국S&C,"2,910",상승,65,+2.28%,500,"300,438",870,"2,900","1,663",-55,-5.15,500,"414,624","2,875","2,910","3,108",84.31,500,"2,920","20,137","1,233",-398,1.86,500,"2,865","59,211","57,143","1,658",-565,500,N/A
493,티움바이오,"6,220",하락,110,-1.74%,500,"218,902","1,352","6,220","1,663",-187,-8.50,500,"194,445","6,400","6,230","1,073",32.81,500,"6,400","11,644",565,-235,1.26,500,"5,930","3,359","26,731",68,-732,500,0
494,파워로직스,"4,540",상승,35,+0.78%,500,"45,166",205,"4,540","1,662",24,37.83,500,"54,138","4,505","4,550","4,161",-84.46,500,"4,630","8,794","1,981",100,1.64,500,"4,505","5,608","36,611","7,334",120,500,N/A
495,대동기어,"18,450",하락,100,-0.54%,500,"135,635","2,511","18,450","1,658",45,-66.61,500,"212,152","18,400","18,460","2,494",-44.81,500,"18,720","4,363","1,639",12,0.57,500,"18,320","3,261","8,988","2,571",-277,500,40
496,동구바이오제약,"5,820",하락,10,-0.17%,500,"67,101",393,"5,800","1,657",127,-54.39,500,"43,690","5,860","5,820","2,441",-13.17,500,"5,950","7,635","1,386",20,2.49,500,"5,750",934,"28,465","2,493",-107,500,120
497,흥구석유,"11,030",하락,30,-0.27%,100,"59,322",653,"11,030","1,654",-3,250.68,100,"96,856","11,050","11,040",929,-425.10,100,"11,050","9,512",140,6,0.09,100,"10,970","10,883","15,000","1,169",44,100,30
498,씨티씨바이오,"6,840",하락,80,-1.16%,500,"17,551",120,"6,830","1,654",-40,-38.43,500,"26,447","6,870","6,840","1,537",13.65,500,"6,930","4,931",841,-52,1.66,500,"6,820","6,259","24,181","1,444",-178,500,N/A
499,아이디스,"15,400",상승,20,+0.13%,500,"10,205",157,"15,350","1,650",161,12.90,500,"14,101","15,410","15,400","4,521",-28.96,500,"15,620","1,205","1,118",129,1.60,500,"15,230",788,"10,716","3,136","1,194",500,300
500,케이엔솔,"12,660",상승,110,+0.88%,500,"47,381",601,"12,650","1,646",264,10.38,500,"51,517","12,590","12,660","4,157",43.10,500,"12,750","3,773","2,298",134,2.90,500,"12,550","3,715","13,000","5,792","1,220",500,300
